,Title,Year,Rated,Release Date,Runtime,Genre,Director,Writer,Actors,Plot,imdbRating,imdbVotes,ID,Season,Episode
172,The Expedition Approximation,2014,TV-14,20 Oct 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), David Goetsch (story), Tara Hernandez (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","As Sheldon's work is still relatively new in dark matter and as Raj hears about some ground breaking work in mines that may have major implications in both theoretical physics in dark matter as well as astrophysics, Raj suggests that he and Sheldon may want to get involved in this work, which would mean spending time in underground mines at twelve hours at a time. The environment would play upon most of Sheldon's darkest fears. But Raj is able to convince him that they should simulate what working in such as environment together would be like before they make a definitive decision. Being alone together may give Sheldon and Raj time to think about more than just being in a dark, hot, humid and enclosed environment with no toilet. Meanwhile, Penny has sold the car that Leonard bought her since the pharmaceutical company has given her a car for work. She wants to give the money from the car sale back to Leonard. This gesture brings up issues primarily around Penny's new financial self-security, and what that means for their history of Penny largely being reliant on him in paying for things. As they argue about money in general, they feel that they should ask for advice from people who should have a better idea of what they are going through. The fact of asking leads to Leonard and Penny coming to some conclusions about their own situation that they were not expecting.",7.3,1650,tt3823240,8,6
178,The Space Probe Disintegration,2015,TV-PG,08 Jan 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Bill Prady (story), Eric Kaplan (story), Jim Reynolds (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj was part of a team which launched the New Horizon Space Probe nine years ago to collect data about Pluto, the probe which is now within distance to provide its first data... that is if it is still operational. While waiting to hear any news about the probe with Howard and Bernadette, Raj can't help but feel totally stressed. He makes a surprising decision on how to calm down. Meanwhile, Penny and Amy, who feel that they always have to do what Leonard and Sheldon want to do, are given the privilege of deciding what the four will do for the day. As Penny wants to do something that she knows Leonard and Sheldon will hate, Sheldon comes up with the answer to appease Penny: dress shopping. While Penny and Amy are in the change rooms, and Leonard and Sheldon wait outside, each pair talks about their respective friendships, most specifically the issue of compromise.",7.3,1497,tt3823254,8,12
196,The Helium Insufficiency,2015,TV-14,26 Oct 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steve Holland (story), Maria Ferrari (story), Anthony Del Broccolo (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard and Sheldon go to great lengths to secure the helium they need during a nation-wide shortage. Meanwhile, the rest of the gang try to find Amy a new boyfriend on a dating app.",7.3,1480,tt5090816,9,6
217,The Dependence Transcendence,2016,TV-PG,03 Oct 2016,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Maria Ferrari (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Saladin K. Patterson (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Bernadette confides to Raj she isn't sure if she's ready to be a mother. Penny accompanies Amy to a university mixer, and Sheldon goes to unusual extremes to assist Howard with his military project.",7.3,1171,tt5996928,10,3
229,The Locomotion Reverberation,2017,TV-14,09 Feb 2017,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Steve Holland (story), Jim Reynolds (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Leonard and Howard's attempt to keep Sheldon away from their Air Force project by sending him on a train trip backfires. Penny and Amy take Bernadette for her first night out since having the baby.,7.3,970,tt6438684,10,15
228,The Emotion Detection Automation,2017,TV-14,02 Feb 2017,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Jim Reynolds (teleplay), Saladin K. Patterson (teleplay), Chuck Lorre (story), Steven Molaro (story), Eric Kaplan (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon is accused by his friends of being insensitive once again, this and most other times so accused because he doesn't read emotional cues in others. As Bernadette has heard that scientists at MIT are developing a machine that can accurately read the emotions of happiness, sadness, anger and excitement in people, Howard manages to get a prototype of the machine through his MIT contacts for Sheldon. Sheldon learns the machine does what it is intended to do, leading to him having mixed emotions about what it does for his life. The machine is the cause of an argument between Leonard and Penny over Leonard's decision on what to do with their spare bedroom, and Penny telling Leonard that Randall will be staying with them while she tries to get him a job with the pharmaceutical company. Meanwhile, Raj confides in his friends that the woman that he has been dating broke up with him for unspecified reasons. Feeling insecure, Raj decides to hold a focus group of sorts with some of his old girlfriends - deaf Emily, Emily the doctor, Lucy and Claire - to find out what went wrong in their respective relationships, the session against the advice of his friends who believe that all it will accomplish is oversensitive Raj being hurt by the criticisms. Beyond if Raj does get any useful information from the session, he may at least discover how determined he is to having a significant other in his life in the long term.",7.3,945,tt6414316,10,14
235,The Separation Agitation,2017,TV-14,13 Apr 2017,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Tara Hernandez (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Jim Reynolds (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Howard and Bernadette have a hard time leaving Halley in daycare when Bernadette returns to work. Also, Bert introduces the gang to his new girlfriend, Rebecca.",7.3,809,tt6565524,10,21
242,The Retraction Reaction,2017,TV-14,02 Oct 2017,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), David Goetsch (teleplay), Eric Kaplan (teleplay), Anthony Del Broccolo (teleplay), Steven Molaro (story), Steve Holland (story), Maria Ferrari (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Leonard angers the University and the Physics Community when he gives an embarrassing radio interview. Bernadette and Amy talk about their success. After the embarrassing radio interview Penny comforts her husband.,7.3,722,tt6674506,11,2
167,The Locomotion Interruption,2014,TV-14,22 Sep 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Eric Kaplan (teleplay), Jim Reynolds (story), Maria Ferrari (story), Tara Hernandez (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon's trip comes to an end when he is robbed, Penny interviews for a job at Bernadette's company, and Howard is weirded out by his mother's relationship with Stuart.",7.2,2192,tt3596130,8,1
234,The Recollection Dissipation,2017,TV-14,06 Apr 2017,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Eric Kaplan (story), Tara Hernandez (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Much to Amy, Leonard and Howard's chagrin, Sheldon boasts that he can work on their two separate projects in the same time that the three of them are working on one. That's why Amy, Leonard and Howard are pleasantly surprised by Sheldon's efficiency, perhaps not so much in the time management itself, but how clearly he can see things with the projects having spent some time away working on the other. But Sheldon's double duty has its consequences, one of them being that he loses his notebook with all his classified notes, he having no idea where, as he has no idea where he's been for about twelve hours during that time when he would have lost it. With Raj's help, Sheldon is able to retrace his steps for those twelve hours, what end up being very surprising steps in more ways than one. Meanwhile, Bernadette is scheduled to go back to work soon, and she is feeling depressed about it if only because she feels like she's abandoning Halley. Not wanting to burden Howard, she doesn't tell him. However, Howard can sense that all is not right with Bernadette, he scouring his brain for what he may have done wrong this time.",7.2,729,tt6565516,10,20
230,The Allowance Evaporation,2017,TV-14,16 Feb 2017,18 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Jim Reynolds (teleplay), Eric Kaplan (story), Maria Ferrari (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","In the latest video chat Raj has with his father who still pays for Raj's every expense despite Raj having a job, Raj learns that Dr. Koothrappali has, in his own words, ""given up"" on Raj ever getting married, his previous thought that his efforts to help Raj having gone awry being his fault in some way, while he now believes the failings are all Raj's. Dr. Koothrappali believes the core issues are that Raj is spoiled and overly sensitive. In his anger toward his father for thinking this way, Raj, in his first inclination, decides to get back at him by spending his money even more indiscriminately than he usually does if that is possible (yes it is). In speaking to his friends about the discussion with his father, Raj learns that they too think that he is spoiled. With those close to him feeling the same way, Raj has to decide if he has to make a fundamental change to his life. Meanwhile, Amy and Sheldon are out on one of their date nights. In running into Bert, Amy learns that everyone at the university knows that they only have sex once a year, that knowledge from Sheldon speaking about it to anyone to who he happens to be talking. Sheldon has to figure out how to make it up to Amy in her anger over the issue, with a problem still being Sheldon having no idea what he did being wrong.",7.2,721,tt6495864,10,16
232,The Escape Hatch Identification,2017,TV-14,09 Mar 2017,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steve Holland (teleplay), Jim Reynolds (teleplay), Tara Hernandez (teleplay), Steven Molaro (story), Eric Kaplan (story), Anthony Del Broccolo (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj has posted on social media that he can no longer afford his apartment and is looking for a cheaper place to live. Independent of each other, both Howard and Bernadette and Leonard and Penny want but don't really want to help their friend by offering him a temporary place to stay - the Wolowitz's garage and Sheldon's old bedroom respectively. After all three parties learn about all that is on the table as options for Raj, the collective decide that the best temporary solution would be for Raj to move into Sheldon's old bedroom. Although most knew Sheldon would feel uncomfortable with the situation - like Raj is invading his space - it is some other comments that Sheldon makes about the issue that places a strain between himself and Raj. Knowing that what he is feeling is irrational, Sheldon turns to Beverly for her professional opinion on why he is feeling the way he is. Beverly entering the fray has unintended consequences for all involved. Meanwhile, Sheldon is thinking about getting another roommate of another kind, Amy who makes her feelings about the issue well known.",7.2,683,tt6565510,10,18
187,The Communication Deterioration,2015,TV-PG,16 Apr 2015,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), David Goetsch (story), Steve Holland (story), Jeremy Howe (story), Tara Hernandez (executive story editor), Jeremy Howe (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj is one of a select group of scientists who has been asked to submit a proposal for sending a message out into space on one of the Discovery missions, in the possibility that the message is intercepted by alien life. Raj asks Howard, Leonard and Sheldon if they would like to help him. Based on their responses, Raj decides only to let Leonard help as Howard and Sheldon demonstrate that they would want to take over the project, whereas Leonard would be more of a collaborator. Howard and Sheldon react to Raj's decision in different ways, with the four ultimately discussing their group dynamic. A question becomes if Raj and Leonard can accomplish anything without Howard and Sheldon. Meanwhile Penny has been asked to audition for a major movie, which, if she gets it would put a crimp on her lucrative new life as a pharmaceutical sales rep. She asks for advice on what to do from an unlikely source. And Sheldon rewrites the lyrics to a number of popular songs to get children more interested in science.",7.1,1397,tt3862728,8,21
237,The Gyroscopic Collapse,2017,TV-14,04 May 2017,19 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Jim Reynolds (teleplay), Saladin K. Patterson (teleplay), Chuck Lorre (story), Steve Holland (story), Alex Ayers (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","After celebrating the completion of the top-secret Air Force project, Leonard, Sheldon and Wolowitz get an unwelcome surprise; Amy receives an offer for a summer position as a visiting researcher.",7.1,792,tt6706250,10,23
244,The Explosion Implosion,2017,TV-PG,16 Oct 2017,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jeremy Howe (teleplay), Bill Prady (story), Maria Ferrari (story), Tara Hernandez (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Leonard is devastated by the new friendly relation developing between his mother and Penny. Meanwhile Sheldon takes a detour with Raj and Howard to explore the old belongings of Howard's Science Models.,7.1,553,tt6674498,11,4
169,The First Pitch Insufficiency,2014,TV-PG,29 Sep 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Jim Reynolds (story), Anthony Del Broccolo (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Although not their first choice, NASA asks Howard to throw the first pitch for a Los Angeles Angels game on Space Day. Non-athletic Howard is worried that he will make a fool of himself. Bernadette and Raj help him practice, while Mike Massimo provides him with some sage advice. In the end, Howard will see if he is as good a pitcher as he is a scientist. Meanwhile, Leonard and Penny have agreed to go on a double date with Sheldon and Amy. On that date, Sheldon tries to convince Leonard and Penny that his and Amy's relationship is far superior to theirs, and he has the scientific proof to back up his claim. Based on Sheldon's argument about the method of evaluation, Penny fears he may be right, which in turn places fears in her about being the future Mrs. Leonard Hofstadter.",7,1899,tt3811812,8,3
227,The Romance Recalibration,2017,TV-14,19 Jan 2017,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Saladin K. Patterson (teleplay), Chuck Lorre (story), David Goetsch (story), Anthony Del Broccolo (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Leonard and Penny ask for Sheldon's and Amy's help on putting the romance back in their marriage. Howard and Raj go to extreme lengths to stop the floor in Halley's bedroom from making noise.,7,998,tt6337212,10,13
233,The Collaboration Fluctuation,2017,TV-PG,30 Mar 2017,18 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), David Goetsch (teleplay), Chuck Lorre (story), Tara Hernandez (story), Giuseppe Graziano (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj has now moved in with Leonard and Penny. Instead of a roommate for both of them, what Raj becomes is Penny's closest girlfriend, with Leonard feeling left out. It's not even so much that Leonard feels like a third wheel or that Raj is having a better time with his wife than he is that is the problem in Leonard's rational deduction about his emotions. Leonard turns to Howard and Bernadette for solace and advice, they who may be able to provide a different perspective on the matter. Meanwhile, Sheldon has taken an interest in Amy's work on the neuroscience of the decision making process. He believes that throwing a little physics into the mix would lead to a truly revolutionary project, to which Amy agrees. Even with ground rules laid out, Amy and Sheldon have to decide if the successes in the project are worth the anguish of the arguments and name calling which may ultimately ruin their personal relationship.",7,742,tt6565514,10,19
243,The Relaxation Integration,2017,TV-14,09 Oct 2017,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Maria Ferrari (teleplay), Andrew Gordon (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Steve Holland (story), Adam Faberman (story), Adam Faberman (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Sheldon and Amy struggle with picking a wedding date. Amy wants it near a cliff which Sheldon doesn't want. Meanwhile Stuart and Raj fight over one of Bernadette's co-workers for a date.,7,620,tt6674504,11,3
176,The Champagne Reflection,2014,TV-PG,20 Nov 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Steve Holland (teleplay), David Goetsch (teleplay), Steven Molaro (story), Tara Hernandez (story), David Saltzberg (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","While Sheldon retires ""Fun With Flags"", Leonard, Howard and Raj look for something significant in a dead professor's research, and Bernadette finds out what her colleagues really think of her.",6.9,1742,tt3823250,8,10
1,Unaired Pilot,2006,TV-14,01 May 2006,23 min,"Comedy, Romance",James Burrows,"Chuck Lorre, Bill Prady","Iris Bahr, Johnny Galecki, Jim Parsons, Amanda Walsh","The first Pilot of what will become ""The Big Bang Theory"". Leonard and Sheldon are two awkward scientists who share an apartment. They meet a drunk girl called Katie and invite her to stay ...",6.9,1284,tt2176186,1,0
191,The Matrimonial Momentum,2015,TV-14,21 Sep 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Eric Kaplan (teleplay), Chuck Lorre (story), Jim Reynolds (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Penny struggles with Leonard's confession that he kissed another woman as they prepare to get married in Las Vegas. Meanwhile, Sheldon doesn't know what to do after Amy pushes pause on their relationship.",6.8,2167,tt3603346,9,1
236,The Cognition Regeneration,2017,TV-14,27 Apr 2017,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), David Goetsch (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steve Holland (story), Tara Hernandez (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard is less than thrilled when Penny considers accepting a job offer from Zack, her ex-boyfriend. Howard teaches Sheldon new things.",6.8,794,tt6565530,10,22
19,The Tesla Recoil,2017,TV-14,16 Nov 2017,22 min,"Comedy, Romance",Anthony Rich,"Chuck Lorre (created by), Bill Prady (created by)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",NA,NA,NA,tt6674490,11,8
249,The Bitcoin Entanglement,2017,TV-14,NA,22 min,"Comedy, Romance",NA,"Chuck Lorre (created by), Bill Prady (created by)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",NA,NA,NA,tt6674486,11,9
